,Year,State,Length,Value,Type_1,Type_2,Expense_1,Expense_2
1266,2016.0,Delaware,4-year,11311.0,Private,,Room,Board
1267,2016.0,Delaware,2-year,9999999.0,Public,In-State,,Tuition
1268,2016.0,Delaware,4-year,11670.0,Public,In-State,Fees,Tuition
1269,2016.0,Delaware,4-year,11896.0,Public,In-State,Room,Board
1270,2016.0,Delaware,2-year,6548.0,Public,Out-of-State,Fees,Tuition
1271,9999.0,Delaware,4-year,28962.0,Public,Out-of-State,Fees,Tuition
1272,2016.0,Delaware,4-year,11896.0,Public,Out-of-State,Room,Board
1273,2016.0,District of Columbia,4-year,38901.0,Private,,Fees,Tuition
1274,,,,,,,,
1275,9999.0,District of Columbia,4-year,5251.0,Public,In-State,,Tuition
1276,2016.0,District of Columbia,4-year,11233.0,Public,Out-of-State,Fees,Tuition
1277,,,,,,,,
1278,2016.0,Florida,4-year,11179.0,Private,,Room,Board
1279,9999.0,Florida,2-year,2387.0,Public,In-State,Fees,Tuition
1280,2016.0,Florida,4-year,4438.0,Public,In-State,Fees,Tuition
1281,9999.0,Florida,4-year,10019.0,Public,In-State,Room,Board
1282,2016.0,Florida,2-year,8862.0,Public,Out-of-State,Fees,Tuition
1283,2016.0,Florida,4-year,17656.0,Public,Out-of-State,Fees,Tuition
1284,2016.0,Florida,4-year,10019.0,Public,Out-of-State,Room,Board
1285,2016.0,Georgia,4-year,25754.0,Private,,Fees,Tuition
1286,,,,,,,,
1287,2016.0,Georgia,2-year,3181.0,Public,In-State,Fees,Tuition
1288,2016.0,Georgia,4-year,7011.0,Public,In-State,Fees,Tuition
1289,2016.0,Georgia,4-year,10281.0,Public,In-State,Room,Board
1290,2016.0,Georgia,2-year,7929.0,Public,Out-of-State,Fees,Tuition
1291,9999.0,Georgia,4-year,23167.0,Public,Out-of-State,Fees,Tuition
1292,,,,,,,,
1293,2016.0,Hawaii,4-year,15561.0,Private,,Fees,Tuition
1294,2016.0,Hawaii,4-year,12333.0,Private,,Room,Board
1295,2016.0,Hawaii,2-year,2935.0,Public,In-State,Fees,Tuition
1296,2016.0,Hawaii,4-year,9263.0,Public,In-State,Fees,Tuition
1297,2016.0,Hawaii,4-year,10835.0,Public,In-State,Room,Board
1298,2016.0,Hawaii,2-year,7930.0,Public,Out-of-State,Fees,Tuition
1299,2016.0,Hawaii,4-year,27911.0,Public,Out-of-State,Fees,Tuition
1300,2016.0,Hawaii,4-year,10835.0,Public,Out-of-State,Room,Board
1301,2016.0,Idaho,4-year,6006.0,Private,,Fees,Tuition
1302,2016.0,Idaho,4-year,7064.0,Private,,Room,Board
1303,2016.0,Idaho,2-year,3108.0,Public,In-State,Fees,Tuition
1304,9999.0,Idaho,4-year,6915.0,Public,In-State,Fees,Tuition
1305,,,,,,,,
1306,2016.0,Idaho,2-year,7959.0,Public,Out-of-State,Fees,Tuition
1307,2016.0,Idaho,4-year,20624.0,Public,Out-of-State,Fees,Tuition
1308,2016.0,Idaho,4-year,7296.0,Public,Out-of-State,Room,Board
1309,2016.0,Illinois,4-year,29639.0,Private,,Fees,Tuition
1310,2016.0,Illinois,4-year,11693.0,Private,,,Board
1311,2016.0,Illinois,2-year,3692.0,Public,In-State,Fees,Tuition
1312,2016.0,Illinois,4-year,13387.0,Public,In-State,Fees,Tuition
1313,2016.0,Illinois,4-year,10711.0,Public,In-State,Room,Board
1314,2016.0,Illinois,2-year,10630.0,Public,Out-of-State,Fees,Tuition
1315,2016.0,Illinois,4-year,27909.0,Public,Out-of-State,Fees,Tuition
1316,2016.0,Illinois,4-year,10711.0,Public,Out-of-State,Room,Board
1317,2016.0,Indiana,4-year,30533.0,Private,,Fees,Tuition
1318,2016.0,Indiana,4-year,10497.0,Private,,Room,Board
1319,2016.0,Indiana,2-year,4115.0,Public,In-State,Fees,Tuition
1320,2016.0,Indiana,4-year,8745.0,Public,In-State,Fees,Tuition
1321,2016.0,Indiana,4-year,9967.0,Public,In-State,Room,Board
1322,2016.0,Indiana,2-year,7992.0,Public,Out-of-State,Fees,Tuition
1323,2016.0,Indiana,4-year,28313.0,Public,Out-of-State,Fees,Tuition
1324,2016.0,Indiana,4-year,9967.0,Public,Out-of-State,Room,Board
1325,2016.0,Iowa,4-year,25308.0,Private,,Fees,Tuition
1326,2016.0,Iowa,4-year,8836.0,Private,,Room,Board
1327,2016.0,Iowa,2-year,4478.0,Public,In-State,Fees,Tuition
1328,9999.0,Iowa,4-year,7879.0,Public,In-State,Fees,Tuition
1329,2016.0,Iowa,4-year,8869.0,Public,In-State,Room,Board
1330,9999.0,Iowa,2-year,5832.0,Public,Out-of-State,Fees,Tuition
1331,2016.0,Iowa,4-year,24136.0,Public,Out-of-State,Fees,Tuition
1332,2016.0,Iowa,4-year,8869.0,Public,Out-of-State,Room,Board
1333,2016.0,Kansas,4-year,17827.0,Private,,Fees,Tuition
1334,2016.0,Kansas,4-year,8287.0,Private,,Room,Board
1335,2016.0,Kansas,2-year,3201.0,Public,In-State,Fees,Tuition
1336,2016.0,Kansas,4-year,8011.0,Public,In-State,Fees,Tuition
1337,9999.0,Kansas,4-year,9999999.0,Public,In-State,Room,Board
1338,2016.0,Kansas,2-year,4395.0,Public,Out-of-State,Fees,Tuition
1339,2016.0,Kansas,4-year,20901.0,Public,Out-of-State,Fees,Tuition
1340,2016.0,Kansas,4-year,8772.0,Public,Out-of-State,Room,Board
1341,2016.0,Kentucky,4-year,24258.0,Private,,,Tuition
1342,2016.0,Kentucky,4-year,8738.0,Private,,Room,Board
1343,2016.0,Kentucky,2-year,3650.0,Public,In-State,Fees,Tuition
1344,2016.0,Kentucky,4-year,9490.0,Public,In-State,Fees,Tuition
1345,2016.0,Kentucky,4-year,9212.0,Public,In-State,Room,Board
1346,2016.0,Kentucky,2-year,12478.0,Public,Out-of-State,Fees,Tuition
1347,2016.0,Kentucky,4-year,22321.0,Public,Out-of-State,Fees,Tuition
1348,9999.0,Kentucky,4-year,9212.0,Public,Out-of-State,Room,Board
1349,2016.0,Louisiana,4-year,32733.0,Private,,Fees,Tuition
1350,2016.0,Louisiana,4-year,11918.0,Private,,Room,Board
1351,,,,,,,,
1352,2016.0,Louisiana,4-year,8162.0,Public,In-State,Fees,Tuition
1353,2016.0,Louisiana,4-year,9126.0,Public,In-State,Room,Board
1354,2016.0,Louisiana,2-year,7292.0,Public,Out-of-State,Fees,Tuition
1355,2016.0,Louisiana,4-year,23099.0,Public,Out-of-State,Fees,Tuition
1356,2016.0,Louisiana,4-year,9126.0,Public,Out-of-State,Room,Board
1357,2016.0,Maine,4-year,9999999.0,Private,,Fees,Tuition
1358,2016.0,Maine,4-year,12301.0,Private,,Room,Board
1359,9999.0,Maine,2-year,3648.0,Public,In-State,Fees,Tuition
1360,2016.0,Maine,4-year,9186.0,Public,In-State,Fees,Tuition
1361,2016.0,Maine,4-year,9581.0,Public,In-State,Room,Board
1362,2016.0,Maine,2-year,6396.0,Public,Out-of-State,Fees,Tuition
1363,2016.0,Maine,4-year,25598.0,Public,Out-of-State,Fees,Tuition
1364,2016.0,Maine,4-year,9581.0,Public,Out-of-State,Room,Board
1365,2016.0,Maryland,4-year,38352.0,Private,,Fees,Tuition
1366,2016.0,Maryland,4-year,13661.0,Private,,Room,Board
1367,,,,,,,,
1368,2016.0,Maryland,4-year,8942.0,Public,In-State,Fees,Tuition
1369,,,,,,,,
1370,2016.0,Maryland,2-year,9147.0,Public,Out-of-State,Fees,Tuition
1371,2016.0,Maryland,4-year,21768.0,Public,Out-of-State,,Tuition
1372,2016.0,Maryland,4-year,11134.0,Public,Out-of-State,Room,Board
1373,2016.0,Massachusetts,4-year,40761.0,Private,,Fees,Tuition
1374,2016.0,Massachusetts,4-year,14263.0,Private,,Room,Board
1375,2016.0,Massachusetts,2-year,4559.0,Public,In-State,,Tuition
1376,,,,,,,,
1377,2016.0,Massachusetts,4-year,11719.0,Public,In-State,Room,Board
1378,2016.0,Massachusetts,2-year,9944.0,Public,Out-of-State,Fees,Tuition
1379,2016.0,Massachusetts,4-year,27736.0,Public,Out-of-State,Fees,Tuition
1380,2016.0,Massachusetts,4-year,11719.0,Public,Out-of-State,Room,Board
1381,,,,,,,,
1382,2016.0,Michigan,4-year,8936.0,Private,,Room,Board
1383,2016.0,Michigan,2-year,3179.0,Public,In-State,Fees,Tuition
1384,2016.0,Michigan,4-year,11708.0,Public,In-State,Fees,Tuition
1385,2016.0,Michigan,4-year,9673.0,Public,In-State,Room,Board
1386,2016.0,Michigan,2-year,6590.0,Public,Out-of-State,Fees,Tuition
1387,2016.0,Michigan,4-year,34863.0,Public,Out-of-State,Fees,Tuition
1388,,,,,,,,
1389,2016.0,Minnesota,4-year,29377.0,Private,,Fees,Tuition
1390,2016.0,Minnesota,4-year,9753.0,Private,,Room,Board
1391,2016.0,Minnesota,2-year,5332.0,Public,In-State,Fees,Tuition
1392,2016.0,Minnesota,4-year,10701.0,Public,In-State,Fees,Tuition
1393,2016.0,Minnesota,4-year,8564.0,Public,In-State,Room,Board
1394,2016.0,Minnesota,2-year,5975.0,Public,Out-of-State,Fees,Tuition
1395,2016.0,Minnesota,4-year,18295.0,Public,Out-of-State,Fees,Tuition
1396,2016.0,Minnesota,4-year,8564.0,Public,Out-of-State,Room,Board
1397,2016.0,Mississippi,4-year,16438.0,Private,,Fees,Tuition
1398,2016.0,Mississippi,4-year,7596.0,Private,,Room,Board
1399,2016.0,Mississippi,2-year,2645.0,Public,In-State,Fees,Tuition
1400,9999.0,Mississippi,4-year,7175.0,Public,In-State,Fees,Tuition
1401,2016.0,Mississippi,4-year,9259.0,Public,In-State,,Board
1402,9999.0,Mississippi,2-year,4810.0,Public,Out-of-State,Fees,Tuition
1403,2016.0,Mississippi,4-year,18516.0,Public,Out-of-State,Fees,Tuition
1404,2016.0,Mississippi,4-year,9259.0,Public,Out-of-State,Room,Board
1405,2016.0,Missouri,4-year,22416.0,Private,,Fees,Tuition
1406,2016.0,Missouri,4-year,9276.0,Private,,Room,Board
1407,2016.0,Missouri,2-year,3016.0,Public,In-State,Fees,Tuition
1408,2016.0,Missouri,4-year,8178.0,Public,In-State,Fees,Tuition
1409,2016.0,Missouri,4-year,9240.0,Public,In-State,Room,Board
1410,2016.0,Missouri,2-year,5814.0,Public,Out-of-State,Fees,Tuition
1411,9999.0,Missouri,4-year,19860.0,Public,Out-of-State,Fees,Tuition
1412,2016.0,Missouri,4-year,9240.0,Public,Out-of-State,Room,Board
1413,2016.0,Montana,4-year,22961.0,Private,,Fees,Tuition
1414,2016.0,Montana,4-year,8278.0,Private,,Room,Board
1415,2016.0,Montana,2-year,3310.0,Public,In-State,Fees,Tuition
1416,2016.0,Montana,4-year,6443.0,Public,In-State,Fees,Tuition
1417,2016.0,Montana,4-year,8411.0,Public,In-State,Room,Board
1418,2016.0,Montana,2-year,9177.0,Public,Out-of-State,Fees,Tuition
1419,2016.0,Montana,4-year,22145.0,Public,Out-of-State,Fees,Tuition
1420,,,,,,,,
1421,,,,,,,,
1422,2016.0,Nebraska,4-year,8233.0,Private,,,Board
1423,2016.0,Nebraska,2-year,2852.0,Public,In-State,Fees,Tuition
1424,2016.0,Nebraska,4-year,9999999.0,Public,In-State,Fees,Tuition
1425,9999.0,Nebraska,4-year,9315.0,Public,In-State,,Board
1426,2016.0,Nebraska,2-year,3910.0,Public,Out-of-State,Fees,Tuition
1427,2016.0,Nebraska,4-year,18651.0,Public,Out-of-State,Fees,Tuition
1428,2016.0,Nebraska,4-year,9315.0,Public,Out-of-State,Room,Board
1429,2016.0,Nevada,4-year,18827.0,Private,,Fees,Tuition
1430,2016.0,Nevada,4-year,13475.0,Private,,Room,Board
1431,2016.0,Nevada,2-year,2805.0,Public,In-State,Fees,Tuition
1432,2016.0,Nevada,4-year,9999999.0,Public,In-State,Fees,Tuition
1433,2016.0,Nevada,4-year,10272.0,Public,In-State,Room,Board
1434,2016.0,Nevada,2-year,9450.0,Public,Out-of-State,,Tuition
1435,2016.0,Nevada,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
1436,2016.0,Nevada,4-year,10272.0,Public,Out-of-State,,Board
1437,2016.0,New Hampshire,4-year,31979.0,Private,,Fees,Tuition
1438,2016.0,New Hampshire,4-year,9999999.0,Private,,Room,Board
1439,2016.0,New Hampshire,2-year,6999.0,Public,In-State,Fees,Tuition
1440,2016.0,New Hampshire,4-year,14986.0,Public,In-State,Fees,Tuition
1441,2016.0,New Hampshire,4-year,11022.0,Public,In-State,Room,Board
1442,,,,,,,,
1443,2016.0,New Hampshire,4-year,26795.0,Public,Out-of-State,Fees,Tuition
1444,,,,,,,,
1445,2016.0,New Jersey,4-year,34040.0,Private,,Fees,Tuition
1446,2016.0,New Jersey,4-year,12795.0,Private,,Room,Board
1447,,,,,,,,
1448,2016.0,New Jersey,4-year,13021.0,Public,In-State,Fees,Tuition
1449,2016.0,New Jersey,4-year,12523.0,Public,In-State,Room,Board
1450,,,,,,,,
1451,9999.0,New Jersey,4-year,27358.0,Public,Out-of-State,Fees,Tuition
1452,2016.0,New Jersey,4-year,12523.0,Public,Out-of-State,Room,Board
1453,2016.0,New Mexico,4-year,20532.0,Private,,Fees,Tuition
1454,2016.0,New Mexico,4-year,9864.0,Private,,Room,Board
1455,2016.0,New Mexico,2-year,1553.0,Public,In-State,Fees,Tuition
1456,9999.0,New Mexico,4-year,6262.0,Public,In-State,Fees,Tuition
1457,,,,,,,,
1458,,,,,,,,
1459,2016.0,New Mexico,4-year,15842.0,Public,Out-of-State,Fees,Tuition
1460,2016.0,New Mexico,4-year,9999999.0,Public,Out-of-State,Room,Board
1461,2016.0,New York,4-year,36361.0,Private,,Fees,Tuition
1462,2016.0,New York,4-year,13935.0,Private,,Room,Board
1463,2016.0,New York,2-year,4969.0,Public,In-State,Fees,Tuition
1464,2016.0,New York,4-year,7647.0,Public,In-State,,Tuition
1465,,,,,,,,
1466,2016.0,New York,2-year,8756.0,Public,Out-of-State,Fees,Tuition
1467,2016.0,New York,4-year,20305.0,Public,Out-of-State,Fees,Tuition
1468,2016.0,New York,4-year,9999999.0,Public,Out-of-State,Room,Board
1469,2016.0,North Carolina,4-year,29307.0,Private,,Fees,Tuition
1470,2016.0,North Carolina,4-year,11225.0,Private,,Room,Board
1471,2016.0,North Carolina,2-year,9999999.0,Public,In-State,Fees,Tuition
1472,2016.0,North Carolina,4-year,6944.0,Public,In-State,,Tuition
1473,2016.0,North Carolina,4-year,9421.0,Public,In-State,Room,Board
1474,,,,,,,,
1475,,,,,,,,
1476,9999.0,North Carolina,4-year,9421.0,Public,Out-of-State,Room,Board
1477,2016.0,North Dakota,4-year,13883.0,Private,,Fees,Tuition
1478,,,,,,,,
1479,9999.0,North Dakota,2-year,4506.0,Public,In-State,Fees,Tuition
1480,9999.0,North Dakota,4-year,7208.0,Public,In-State,Fees,Tuition
1481,2016.0,North Dakota,4-year,7639.0,Public,In-State,Room,Board
1482,2016.0,North Dakota,2-year,8719.0,Public,Out-of-State,Fees,Tuition
1483,2016.0,North Dakota,4-year,17727.0,Public,Out-of-State,Fees,Tuition
1484,9999.0,North Dakota,4-year,7639.0,Public,Out-of-State,Room,Board
1485,2016.0,Ohio,4-year,28953.0,Private,,Fees,Tuition
1486,2016.0,Ohio,4-year,10496.0,Private,,Room,Board
1487,2016.0,Ohio,2-year,3642.0,Public,In-State,,Tuition
1488,2016.0,Ohio,4-year,9757.0,Public,In-State,Fees,Tuition
1489,2016.0,Ohio,4-year,11174.0,Public,In-State,Room,Board
1490,2016.0,Ohio,2-year,7738.0,Public,Out-of-State,Fees,Tuition
1491,2016.0,Ohio,4-year,23179.0,Public,Out-of-State,Fees,Tuition
1492,2016.0,Ohio,4-year,9999999.0,Public,Out-of-State,Room,Board
1493,2016.0,Oklahoma,4-year,23658.0,Private,,,Tuition
1494,9999.0,Oklahoma,4-year,8645.0,Private,,Room,Board
1495,2016.0,Oklahoma,2-year,3349.0,Public,In-State,Fees,Tuition
1496,9999.0,Oklahoma,4-year,6680.0,Public,In-State,Fees,Tuition
1497,2016.0,Oklahoma,4-year,9999999.0,Public,In-State,Room,Board
1498,2016.0,Oklahoma,2-year,8019.0,Public,Out-of-State,Fees,Tuition
1499,,,,,,,,
1500,2016.0,Oklahoma,4-year,7998.0,Public,Out-of-State,,Board
1501,,,,,,,,
1502,2016.0,Oregon,4-year,11228.0,Private,,Room,Board
1503,2016.0,Oregon,2-year,4148.0,Public,In-State,Fees,Tuition
1504,2016.0,Oregon,4-year,9406.0,Public,In-State,Fees,Tuition
1505,2016.0,Oregon,4-year,11110.0,Public,In-State,Room,Board
1506,2016.0,Oregon,2-year,7874.0,Public,Out-of-State,,Tuition
1507,2016.0,Oregon,4-year,28676.0,Public,Out-of-State,Fees,Tuition
1508,2016.0,Oregon,4-year,11110.0,Public,Out-of-State,Room,Board
1509,2016.0,Pennsylvania,4-year,9999999.0,Private,,,Tuition
1510,2016.0,Pennsylvania,4-year,12658.0,Private,,Room,Board
1511,2016.0,Pennsylvania,2-year,4791.0,Public,In-State,,Tuition
1512,2016.0,Pennsylvania,4-year,13516.0,Public,In-State,Fees,Tuition
1513,2016.0,Pennsylvania,4-year,10719.0,Public,In-State,Room,Board
1514,2016.0,Pennsylvania,2-year,11801.0,Public,Out-of-State,Fees,Tuition
1515,,,,,,,,
1516,2016.0,Pennsylvania,4-year,10719.0,Public,Out-of-State,Room,Board
1517,2016.0,Rhode Island,4-year,37406.0,Private,,Fees,Tuition
1518,2016.0,Rhode Island,4-year,13647.0,Private,,Room,Board
1519,2016.0,Rhode Island,2-year,4266.0,Public,In-State,Fees,Tuition
1520,2016.0,Rhode Island,4-year,11321.0,Public,In-State,Fees,Tuition
1521,2016.0,Rhode Island,4-year,9999999.0,Public,In-State,Room,Board
1522,2016.0,Rhode Island,2-year,11496.0,Public,Out-of-State,Fees,Tuition
1523,2016.0,Rhode Island,4-year,27967.0,Public,Out-of-State,Fees,Tuition
1524,2016.0,Rhode Island,4-year,11401.0,Public,Out-of-State,Room,Board
1525,2016.0,SC,4-year,23167.0,Private,,Fees,Tuition
1526,,,,,,,,
1527,2016.0,SC,2-year,4219.0,Public,In-State,Fees,Tuition
1528,2016.0,SC,4-year,11791.0,Public,In-State,Fees,Tuition
1529,2016.0,SC,4-year,9359.0,Public,In-State,Room,Board
1530,2016.0,SC,2-year,8510.0,Public,Out-of-State,Fees,Tuition
1531,,,,,,,,
1532,2016.0,SC,4-year,9359.0,Public,Out-of-State,Room,Board
1533,2016.0,South Dakota,4-year,22164.0,Private,,Fees,Tuition
1534,2016.0,South Dakota,4-year,7611.0,Private,,Room,Board
1535,2016.0,South Dakota,2-year,5419.0,Public,In-State,Fees,Tuition
1536,2016.0,South Dakota,4-year,8273.0,Public,In-State,Fees,Tuition
1537,2016.0,South Dakota,4-year,7834.0,Public,In-State,Room,Board
1538,2016.0,South Dakota,2-year,5253.0,Public,Out-of-State,,Tuition
1539,2016.0,South Dakota,4-year,11592.0,Public,Out-of-State,Fees,Tuition
1540,2016.0,South Dakota,4-year,7834.0,Public,Out-of-State,Room,Board
1541,2016.0,Tennessee,4-year,25053.0,Private,,Fees,Tuition
1542,,,,,,,,
1543,2016.0,Tennessee,2-year,3940.0,Public,In-State,Fees,Tuition
1544,2016.0,Tennessee,4-year,8932.0,Public,In-State,Fees,Tuition
1545,2016.0,Tennessee,4-year,8803.0,Public,In-State,,Board
1546,2016.0,Tennessee,2-year,15346.0,Public,Out-of-State,Fees,Tuition
1547,2016.0,Tennessee,4-year,24554.0,Public,Out-of-State,,Tuition
1548,2016.0,Tennessee,4-year,8803.0,Public,Out-of-State,Room,Board
1549,2016.0,Texas,4-year,28880.0,Private,,Fees,Tuition
1550,2016.0,Texas,4-year,10734.0,Private,,Room,Board
1551,2016.0,Texas,2-year,2017.0,Public,In-State,,Tuition
1552,2016.0,Texas,4-year,9999999.0,Public,In-State,Fees,Tuition
1553,2016.0,Texas,4-year,9304.0,Public,In-State,Room,Board
1554,,,,,,,,
1555,,,,,,,,
1556,2016.0,Texas,4-year,9304.0,Public,Out-of-State,Room,Board
1557,2016.0,UT,4-year,7571.0,Private,,Fees,Tuition
1558,2016.0,UT,4-year,7651.0,Private,,Room,Board
1559,,,,,,,,
1560,,,,,,,,
1561,2016.0,UT,4-year,7204.0,Public,In-State,Room,Board
1562,2016.0,UT,2-year,11337.0,Public,Out-of-State,Fees,Tuition
1563,2016.0,UT,4-year,18501.0,Public,Out-of-State,Fees,Tuition
1564,2016.0,UT,4-year,7204.0,Public,Out-of-State,Room,Board
1565,2016.0,VT,4-year,39518.0,Private,,Fees,Tuition
1566,2016.0,VT,4-year,12345.0,Private,,Room,Board
1567,2016.0,VT,2-year,6054.0,Public,In-State,Fees,Tuition
1568,2016.0,VT,4-year,15062.0,Public,In-State,Fees,Tuition
1569,2016.0,VT,4-year,10848.0,Public,In-State,Room,Board
1570,2016.0,VT,2-year,11958.0,Public,Out-of-State,Fees,Tuition
1571,2016.0,VT,4-year,36475.0,Public,Out-of-State,Fees,Tuition
1572,2016.0,VT,4-year,10848.0,Public,Out-of-State,Room,Board
1573,,,,,,,,
1574,2016.0,Virginia,4-year,9901.0,Private,,Room,Board
1575,2016.0,Virginia,2-year,4793.0,Public,In-State,Fees,Tuition
1576,2016.0,Virginia,4-year,9999999.0,Public,In-State,Fees,Tuition
1577,2016.0,Virginia,4-year,10220.0,Public,In-State,Room,Board
1578,2016.0,Virginia,2-year,10867.0,Public,Out-of-State,Fees,Tuition
1579,2016.0,Virginia,4-year,31559.0,Public,Out-of-State,Fees,Tuition
1580,2016.0,Virginia,4-year,10220.0,Public,Out-of-State,Room,Board
1581,2016.0,WA,4-year,34412.0,Private,,Fees,Tuition
1582,2016.0,WA,4-year,9999999.0,Private,,Room,Board
1583,2016.0,WA,2-year,3771.0,Public,In-State,Fees,Tuition
1584,2016.0,WA,4-year,9999999.0,Public,In-State,,Tuition
1585,2016.0,WA,4-year,10883.0,Public,In-State,Room,Board
1586,2016.0,WA,2-year,6565.0,Public,Out-of-State,Fees,Tuition
1587,2016.0,WA,4-year,28849.0,Public,Out-of-State,Fees,Tuition
1588,9999.0,WA,4-year,10883.0,Public,Out-of-State,Room,Board
1589,2016.0,West Virginia,4-year,11721.0,Private,,Fees,Tuition
1590,2016.0,West Virginia,4-year,8465.0,Private,,Room,Board
1591,2016.0,West Virginia,2-year,3825.0,Public,In-State,Fees,Tuition
1592,9999.0,West Virginia,4-year,6900.0,Public,In-State,Fees,Tuition
1593,2016.0,West Virginia,4-year,9527.0,Public,In-State,Room,Board
1594,2016.0,West Virginia,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
1595,,,,,,,,
1596,,,,,,,,
1597,2016.0,Wisconsin,4-year,29777.0,Private,,Fees,Tuition
1598,2016.0,Wisconsin,4-year,9586.0,Private,,Room,Board
1599,2016.0,Wisconsin,2-year,9999999.0,Public,In-State,Fees,Tuition
1600,,,,,,,,
1601,2016.0,Wisconsin,4-year,7690.0,Public,In-State,Room,Board
1602,2016.0,Wisconsin,2-year,7336.0,Public,Out-of-State,Fees,Tuition
1603,2016.0,Wisconsin,4-year,21327.0,Public,Out-of-State,Fees,Tuition
1604,,,,,,,,
1605,2016.0,Wyoming,4-year,18021.0,Private,,Fees,Tuition
1606,2016.0,Wyoming,2-year,2788.0,Public,In-State,Fees,Tuition
1607,2016.0,Wyoming,4-year,4178.0,Public,In-State,Fees,Tuition
1608,2016.0,Wyoming,4-year,9764.0,Public,In-State,,Board
1609,2016.0,Wyoming,2-year,6733.0,Public,Out-of-State,Fees,Tuition
1610,2016.0,Wyoming,4-year,12770.0,Public,Out-of-State,Fees,Tuition
1611,2016.0,Wyoming,4-year,9764.0,Public,Out-of-State,Room,Board
1612,2017.0,Alabama,4-year,15422.0,Private,,Fees,Tuition
1613,2017.0,Alabama,4-year,9288.0,Private,,Room,Board
1614,2017.0,Alabama,2-year,4362.0,Public,In-State,Fees,Tuition
1615,2017.0,Alabama,4-year,9466.0,Public,In-State,Fees,Tuition
1616,2017.0,Alabama,4-year,9586.0,Public,In-State,Room,Board
1617,,,,,,,,
1618,2017.0,Alabama,4-year,24000.0,Public,Out-of-State,Fees,Tuition
1619,2017.0,Alabama,4-year,9586.0,Public,Out-of-State,Room,Board
1620,2017.0,Alaska,4-year,18876.0,Private,,Fees,Tuition
1621,2017.0,Alaska,4-year,7255.0,Private,,Room,Board
1622,2017.0,Alaska,2-year,3820.0,Public,In-State,Fees,Tuition
1623,,,,,,,,
1624,2017.0,Alaska,4-year,10160.0,Public,In-State,Room,Board
1625,2017.0,Alaska,2-year,3820.0,Public,Out-of-State,Fees,Tuition
1626,2017.0,Alaska,4-year,21431.0,Public,Out-of-State,,Tuition
1627,2017.0,Alaska,4-year,10160.0,Public,Out-of-State,Room,Board
1628,2017.0,Arizona,4-year,13140.0,Private,,Fees,Tuition
1629,2017.0,Arizona,4-year,9419.0,Private,,Room,Board
1630,,,,,,,,
1631,2017.0,Arizona,4-year,10057.0,Public,In-State,,Tuition
1632,2017.0,Arizona,4-year,11434.0,Public,In-State,Room,Board
1633,2017.0,Arizona,2-year,7931.0,Public,Out-of-State,Fees,Tuition
1634,2017.0,Arizona,4-year,25061.0,Public,Out-of-State,Fees,Tuition
1635,2017.0,Arizona,4-year,11434.0,Public,Out-of-State,Room,Board
1636,2017.0,AR,4-year,21710.0,Private,,Fees,Tuition
1637,2017.0,AR,4-year,8094.0,Private,,Room,Board
1638,2017.0,AR,2-year,3195.0,Public,In-State,,Tuition
1639,2017.0,AR,4-year,7924.0,Public,In-State,Fees,Tuition
